banka_derguese,banka_pranuese,data_transaksionit,detajet_e_tjera_te_derguesit,detajet_e_tjera_te_perfituesit,id_i_llogarise_se_derguesit,id_i_llogarise_se_perfituesit,referenca_e_derguesit,shuma_e_transaksionit,tarifat_e_paleve_te_treta,valuta_e_transaksionit,transaction_type,day,month,year,dayofweek,hour,lokacioni_i_derguesit,lokacioni_i_perfituesit
Bank_8,Bank_9,2026-02-14 18:13:00,Sender details 133,Receiver details 133,SENDER_ACC_1061,RECEIVER_ACC_2043,REF_133,6594,131.88,EUR,international,14,2,2026,5,18,AL,DE
Bank_5,Bank_4,2026-02-10 15:30:00,Sender details 134,Receiver details 134,SENDER_ACC_1003,RECEIVER_ACC_2009,REF_134,1939,38.78,EUR,cash,10,2,2026,1,15,XK,FR
Bank_3,Bank_8,2026-02-04 18:46:00,Sender details 135,Receiver details 135,SENDER_ACC_1056,RECEIVER_ACC_2031,REF_135,6242,124.84,EUR,cash,4,2,2026,2,18,FR,FR
Bank_10,Bank_7,2026-02-16 08:45:00,Sender details 136,Receiver details 136,SENDER_ACC_1007,RECEIVER_ACC_2091,REF_136,6993,139.86,EUR,international,16,2,2026,0,8,XK,DE
Bank_8,Bank_5,2026-02-13 10:22:00,Sender details 137,Receiver details 137,SENDER_ACC_1043,RECEIVER_ACC_2069,REF_137,2318,46.36,EUR,transfer,13,2,2026,4,10,FR,FR
Bank_1,Bank_7,2026-02-13 08:24:00,Sender details 138,Receiver details 138,SENDER_ACC_1066,RECEIVER_ACC_2035,REF_138,2483,49.66,EUR,cash,13,2,2026,4,8,IT,DE
Bank_7,Bank_9,2026-02-05 18:03:00,Sender details 139,Receiver details 139,SENDER_ACC_1007,RECEIVER_ACC_2075,REF_139,5976,119.52,EUR,international,5,2,2026,3,18,FR,XK
Bank_8,Bank_10,2026-02-09 18:59:00,Sender details 140,Receiver details 140,SENDER_ACC_1083,RECEIVER_ACC_2002,REF_140,2381,47.62,EUR,transfer,9,2,2026,0,18,XK,FR
Bank_7,Bank_5,2026-02-05 10:55:00,Sender details 141,Receiver details 141,SENDER_ACC_1099,RECEIVER_ACC_2033,REF_141,2164,43.28,EUR,cash,5,2,2026,3,10,FR,AL
Bank_8,Bank_10,2026-02-14 17:40:00,Sender details 142,Receiver details 142,SENDER_ACC_1062,RECEIVER_ACC_2057,REF_142,5847,116.94,EUR,transfer,14,2,2026,5,17,XK,AL
Bank_1,Bank_6,2026-02-20 17:53:00,Sender details 143,Receiver details 143,SENDER_ACC_1064,RECEIVER_ACC_2096,REF_143,2615,52.3,EUR,international,20,2,2026,4,17,DE,DE
Bank_3,Bank_1,2026-02-14 09:10:00,Sender details 144,Receiver details 144,SENDER_ACC_1086,RECEIVER_ACC_2086,REF_144,2773,55.46,EUR,cash,14,2,2026,5,9,XK,FR
Bank_1,Bank_4,2026-02-12 13:47:00,Sender details 145,Receiver details 145,SENDER_ACC_1037,RECEIVER_ACC_2100,REF_145,6736,134.72,EUR,transfer,12,2,2026,3,13,XK,XK
Bank_6,Bank_6,2026-02-04 13:28:00,Sender details 146,Receiver details 146,SENDER_ACC_1034,RECEIVER_ACC_2020,REF_146,1164,23.28,EUR,transfer,4,2,2026,2,13,FR,AL
Bank_1,Bank_10,2026-02-09 12:23:00,Sender details 147,Receiver details 147,SENDER_ACC_1002,RECEIVER_ACC_2074,REF_147,6552,131.04,EUR,transfer,9,2,2026,0,12,AL,XK
Bank_6,Bank_5,2026-02-03 11:09:00,Sender details 148,Receiver details 148,SENDER_ACC_1064,RECEIVER_ACC_2094,REF_148,4502,90.04,EUR,international,3,2,2026,1,11,XK,FR
Bank_7,Bank_5,2026-02-07 17:04:00,Sender details 149,Receiver details 149,SENDER_ACC_1015,RECEIVER_ACC_2091,REF_149,782,15.64,EUR,international,7,2,2026,5,17,IT,AL
Bank_8,Bank_10,2026-02-01 11:34:00,Sender details 150,Receiver details 150,SENDER_ACC_1065,RECEIVER_ACC_2000,REF_150,840,16.8,EUR,cash,1,2,2026,6,11,IT,IT
Bank_7,Bank_5,2026-02-17 15:10:00,Sender details 151,Receiver details 151,SENDER_ACC_1074,RECEIVER_ACC_2084,REF_151,5109,102.18,EUR,cash,17,2,2026,1,15,XK,AL
Bank_10,Bank_3,2026-02-05 18:34:00,Sender details 152,Receiver details 152,SENDER_ACC_1021,RECEIVER_ACC_2027,REF_152,6938,138.76,EUR,transfer,5,2,2026,3,18,IT,IT
Bank_8,Bank_8,2026-02-01 11:15:00,Sender details 153,Receiver details 153,SENDER_ACC_1013,RECEIVER_ACC_2076,REF_153,1324,26.48,EUR,international,1,2,2026,6,11,XK,DE
Bank_9,Bank_5,2026-02-06 10:07:00,Sender details 154,Receiver details 154,SENDER_ACC_1074,RECEIVER_ACC_2075,REF_154,2100,42.0,EUR,international,6,2,2026,4,10,FR,AL
Bank_9,Bank_6,2026-02-21 15:44:00,Sender details 155,Receiver details 155,SENDER_ACC_1098,RECEIVER_ACC_2049,REF_155,3910,78.2,EUR,transfer,21,2,2026,5,15,XK,IT
Bank_6,Bank_7,2026-02-20 15:27:00,Sender details 156,Receiver details 156,SENDER_ACC_1016,RECEIVER_ACC_2001,REF_156,6570,131.4,EUR,international,20,2,2026,4,15,FR,DE
Bank_8,Bank_5,2026-02-15 08:59:00,Sender details 157,Receiver details 157,SENDER_ACC_1097,RECEIVER_ACC_2074,REF_157,2519,50.38,EUR,international,15,2,2026,6,8,AL,IT
Bank_6,Bank_6,2026-02-16 11:31:00,Sender details 158,Receiver details 158,SENDER_ACC_1055,RECEIVER_ACC_2024,REF_158,2245,44.9,EUR,cash,16,2,2026,0,11,FR,FR
Bank_2,Bank_2,2026-02-21 11:22:00,Sender details 159,Receiver details 159,SENDER_ACC_1041,RECEIVER_ACC_2060,REF_159,1560,31.2,EUR,transfer,21,2,2026,5,11,XK,DE
Bank_1,Bank_2,2026-02-11 13:13:00,Sender details 160,Receiver details 160,SENDER_ACC_1095,RECEIVER_ACC_2007,REF_160,3081,61.62,EUR,transfer,11,2,2026,2,13,AL,XK
Bank_1,Bank_10,2026-02-03 10:03:00,Sender details 161,Receiver details 161,SENDER_ACC_1029,RECEIVER_ACC_2029,REF_161,6311,126.22,EUR,transfer,3,2,2026,1,10,DE,XK
Bank_3,Bank_5,2026-02-20 12:30:00,Sender details 162,Receiver details 162,SENDER_ACC_1080,RECEIVER_ACC_2099,REF_162,1238,24.76,EUR,international,20,2,2026,4,12,DE,DE
Bank_2,Bank_1,2026-02-14 11:11:00,Sender details 163,Receiver details 163,SENDER_ACC_1041,RECEIVER_ACC_2080,REF_163,3513,70.26,EUR,transfer,14,2,2026,5,11,FR,FR
Bank_3,Bank_3,2026-02-10 08:07:00,Sender details 164,Receiver details 164,SENDER_ACC_1031,RECEIVER_ACC_2054,REF_164,5467,109.34,EUR,international,10,2,2026,1,8,DE,XK
Bank_7,Bank_2,2026-02-03 12:46:00,Sender details 165,Receiver details 165,SENDER_ACC_1023,RECEIVER_ACC_2052,REF_165,214,4.28,EUR,cash,3,2,2026,1,12,DE,AL
Bank_5,Bank_7,2026-02-17 17:11:00,Sender details 166,Receiver details 166,SENDER_ACC_1021,RECEIVER_ACC_2069,REF_166,2906,58.12,EUR,international,17,2,2026,1,17,IT,XK
Bank_9,Bank_8,2026-02-13 08:33:00,Sender details 167,Receiver details 167,SENDER_ACC_1081,RECEIVER_ACC_2064,REF_167,4099,81.98,EUR,international,13,2,2026,4,8,XK,XK
Bank_5,Bank_10,2026-02-16 13:13:00,Sender details 168,Receiver details 168,SENDER_ACC_1086,RECEIVER_ACC_2021,REF_168,6427,128.54,EUR,transfer,16,2,2026,0,13,FR,AL
Bank_3,Bank_2,2026-02-07 13:36:00,Sender details 169,Receiver details 169,SENDER_ACC_1083,RECEIVER_ACC_2091,REF_169,3309,66.18,EUR,cash,7,2,2026,5,13,DE,XK
Bank_7,Bank_5,2026-02-15 09:20:00,Sender details 170,Receiver details 170,SENDER_ACC_1000,RECEIVER_ACC_2039,REF_170,1277,25.54,EUR,international,15,2,2026,6,9,XK,DE
Bank_1,Bank_6,2026-02-11 16:11:00,Sender details 171,Receiver details 171,SENDER_ACC_1083,RECEIVER_ACC_2014,REF_171,2997,59.94,EUR,international,11,2,2026,2,16,XK,XK
Bank_2,Bank_7,2026-02-09 11:06:00,Sender details 172,Receiver details 172,SENDER_ACC_1095,RECEIVER_ACC_2008,REF_172,2714,54.28,EUR,international,9,2,2026,0,11,DE,FR
Bank_5,Bank_10,2026-02-01 18:37:00,Sender details 173,Receiver details 173,SENDER_ACC_1056,RECEIVER_ACC_2055,REF_173,3785,75.7,EUR,international,1,2,2026,6,18,DE,IT
Bank_6,Bank_1,2026-02-16 15:31:00,Sender details 174,Receiver details 174,SENDER_ACC_1067,RECEIVER_ACC_2098,REF_174,3288,65.76,EUR,transfer,16,2,2026,0,15,XK,AL
Bank_3,Bank_10,2026-02-12 15:02:00,Sender details 175,Receiver details 175,SENDER_ACC_1100,RECEIVER_ACC_2066,REF_175,4840,96.8,EUR,cash,12,2,2026,3,15,DE,XK
Bank_1,Bank_9,2026-02-09 10:32:00,Sender details 176,Receiver details 176,SENDER_ACC_1041,RECEIVER_ACC_2046,REF_176,1286,25.72,EUR,international,9,2,2026,0,10,XK,XK
Bank_1,Bank_9,2026-02-17 18:15:00,Sender details 177,Receiver details 177,SENDER_ACC_1073,RECEIVER_ACC_2085,REF_177,3878,77.56,EUR,transfer,17,2,2026,1,18,AL,XK
Bank_1,Bank_8,2026-02-09 17:40:00,Sender details 178,Receiver details 178,SENDER_ACC_1009,RECEIVER_ACC_2083,REF_178,5465,109.3,EUR,cash,9,2,2026,0,17,FR,AL
Bank_1,Bank_3,2026-02-15 11:03:00,Sender details 179,Receiver details 179,SENDER_ACC_1031,RECEIVER_ACC_2080,REF_179,2392,47.84,EUR,cash,15,2,2026,6,11,IT,FR
Bank_8,Bank_10,2026-02-02 12:58:00,Sender details 180,Receiver details 180,SENDER_ACC_1000,RECEIVER_ACC_2014,REF_180,5229,104.58,EUR,cash,2,2,2026,0,12,IT,IT
Bank_5,Bank_5,2026-02-08 14:43:00,Sender details 181,Receiver details 181,SENDER_ACC_1013,RECEIVER_ACC_2079,REF_181,2339,46.78,EUR,transfer,8,2,2026,6,14,XK,AL
Bank_6,Bank_10,2026-02-20 09:57:00,Sender details 182,Receiver details 182,SENDER_ACC_1079,RECEIVER_ACC_2065,REF_182,2465,49.3,EUR,transfer,20,2,2026,4,9,FR,DE
Bank_2,Bank_1,2026-02-14 15:58:00,Sender details 183,Receiver details 183,SENDER_ACC_1018,RECEIVER_ACC_2011,REF_183,3090,61.8,EUR,international,14,2,2026,5,15,XK,AL
Bank_1,Bank_5,2026-02-02 14:51:00,Sender details 184,Receiver details 184,SENDER_ACC_1033,RECEIVER_ACC_2081,REF_184,3300,66.0,EUR,international,2,2,2026,0,14,DE,DE
Bank_7,Bank_5,2026-02-21 08:11:00,Sender details 185,Receiver details 185,SENDER_ACC_1081,RECEIVER_ACC_2098,REF_185,3716,74.32,EUR,cash,21,2,2026,5,8,AL,FR
Bank_9,Bank_3,2026-02-14 08:28:00,Sender details 186,Receiver details 186,SENDER_ACC_1046,RECEIVER_ACC_2094,REF_186,1851,37.02,EUR,transfer,14,2,2026,5,8,AL,IT
Bank_10,Bank_4,2026-02-10 11:40:00,Sender details 187,Receiver details 187,SENDER_ACC_1012,RECEIVER_ACC_2097,REF_187,986,19.72,EUR,cash,10,2,2026,1,11,AL,DE
Bank_3,Bank_10,2026-02-19 18:01:00,Sender details 188,Receiver details 188,SENDER_ACC_1093,RECEIVER_ACC_2066,REF_188,1130,22.6,EUR,international,19,2,2026,3,18,IT,IT
Bank_4,Bank_2,2026-02-04 16:48:00,Sender details 189,Receiver details 189,SENDER_ACC_1050,RECEIVER_ACC_2090,REF_189,3248,64.96,EUR,cash,4,2,2026,2,16,IT,DE
Bank_7,Bank_6,2026-02-11 17:33:00,Sender details 190,Receiver details 190,SENDER_ACC_1064,RECEIVER_ACC_2064,REF_190,2861,57.22,EUR,cash,11,2,2026,2,17,DE,IT
Bank_9,Bank_7,2026-02-18 16:30:00,Sender details 191,Receiver details 191,SENDER_ACC_1097,RECEIVER_ACC_2092,REF_191,4901,98.02,EUR,transfer,18,2,2026,2,16,FR,XK
Bank_5,Bank_2,2026-02-15 08:37:00,Sender details 192,Receiver details 192,SENDER_ACC_1017,RECEIVER_ACC_2020,REF_192,5066,101.32,EUR,international,15,2,2026,6,8,XK,DE
Bank_9,Bank_6,2026-02-19 16:55:00,Sender details 193,Receiver details 193,SENDER_ACC_1071,RECEIVER_ACC_2067,REF_193,2990,59.8,EUR,international,19,2,2026,3,16,XK,IT
Bank_6,Bank_6,2026-02-04 12:11:00,Sender details 194,Receiver details 194,SENDER_ACC_1009,RECEIVER_ACC_2000,REF_194,1991,39.82,EUR,cash,4,2,2026,2,12,IT,FR
Bank_6,Bank_3,2026-02-01 15:37:00,Sender details 195,Receiver details 195,SENDER_ACC_1019,RECEIVER_ACC_2047,REF_195,5362,107.24,EUR,cash,1,2,2026,6,15,AL,XK
Bank_1,Bank_3,2026-02-21 17:35:00,Sender details 196,Receiver details 196,SENDER_ACC_1049,RECEIVER_ACC_2059,REF_196,1393,27.86,EUR,transfer,21,2,2026,5,17,IT,DE
Bank_3,Bank_9,2026-02-21 10:45:00,Sender details 197,Receiver details 197,SENDER_ACC_1092,RECEIVER_ACC_2013,REF_197,4763,95.26,EUR,cash,21,2,2026,5,10,DE,XK
Bank_5,Bank_9,2026-02-02 09:14:00,Sender details 198,Receiver details 198,SENDER_ACC_1060,RECEIVER_ACC_2060,REF_198,4133,82.66,EUR,transfer,2,2,2026,0,9,DE,FR
Bank_3,Bank_2,2026-02-15 15:15:00,Sender details 199,Receiver details 199,SENDER_ACC_1060,RECEIVER_ACC_2005,REF_199,6486,129.72,EUR,cash,15,2,2026,6,15,XK,FR
Bank_1,Bank_3,2026-02-09 11:33:00,Sender details 200,Receiver details 200,SENDER_ACC_1055,RECEIVER_ACC_2027,REF_200,1060,21.2,EUR,international,9,2,2026,0,11,DE,DE
Bank_8,Bank_1,2026-02-17 15:56:00,Sender details 201,Receiver details 201,SENDER_ACC_1016,RECEIVER_ACC_2033,REF_201,4716,94.32,EUR,transfer,17,2,2026,1,15,IT,IT
Bank_1,Bank_1,2026-02-07 09:11:00,Sender details 202,Receiver details 202,SENDER_ACC_1047,RECEIVER_ACC_2069,REF_202,4184,83.68,EUR,transfer,7,2,2026,5,9,FR,IT
Bank_9,Bank_2,2026-02-13 10:20:00,Sender details 203,Receiver details 203,SENDER_ACC_1094,RECEIVER_ACC_2076,REF_203,1650,33.0,EUR,transfer,13,2,2026,4,10,AL,IT
Bank_1,Bank_2,2026-02-07 12:44:00,Sender details 204,Receiver details 204,SENDER_ACC_1081,RECEIVER_ACC_2032,REF_204,2294,45.88,EUR,international,7,2,2026,5,12,DE,AL
Bank_2,Bank_10,2026-02-12 09:45:00,Sender details 205,Receiver details 205,SENDER_ACC_1045,RECEIVER_ACC_2092,REF_205,4078,81.56,EUR,cash,12,2,2026,3,9,IT,DE
Bank_4,Bank_1,2026-02-05 13:11:00,Sender details 206,Receiver details 206,SENDER_ACC_1004,RECEIVER_ACC_2047,REF_206,4536,90.72,EUR,international,5,2,2026,3,13,IT,IT
Bank_3,Bank_7,2026-02-14 18:57:00,Sender details 207,Receiver details 207,SENDER_ACC_1053,RECEIVER_ACC_2000,REF_207,6580,131.6,EUR,transfer,14,2,2026,5,18,FR,FR
Bank_8,Bank_10,2026-02-03 18:15:00,Sender details 208,Receiver details 208,SENDER_ACC_1052,RECEIVER_ACC_2070,REF_208,6452,129.04,EUR,transfer,3,2,2026,1,18,IT,DE
Bank_4,Bank_10,2026-02-10 08:52:00,Sender details 209,Receiver details 209,SENDER_ACC_1005,RECEIVER_ACC_2004,REF_209,3543,70.86,EUR,transfer,10,2,2026,1,8,DE,AL
Bank_2,Bank_10,2026-02-09 15:41:00,Sender details 210,Receiver details 210,SENDER_ACC_1043,RECEIVER_ACC_2061,REF_210,883,17.66,EUR,cash,9,2,2026,0,15,AL,DE
Bank_9,Bank_5,2026-02-09 09:17:00,Sender details 211,Receiver details 211,SENDER_ACC_1037,RECEIVER_ACC_2026,REF_211,1187,23.74,EUR,cash,9,2,2026,0,9,XK,IT
Bank_3,Bank_9,2026-02-07 13:45:00,Sender details 212,Receiver details 212,SENDER_ACC_1008,RECEIVER_ACC_2033,REF_212,4217,84.34,EUR,international,7,2,2026,5,13,DE,FR
Bank_3,Bank_1,2026-02-17 08:47:00,Sender details 213,Receiver details 213,SENDER_ACC_1025,RECEIVER_ACC_2040,REF_213,3237,64.74,EUR,transfer,17,2,2026,1,8,FR,DE
Bank_4,Bank_8,2026-02-08 15:59:00,Sender details 214,Receiver details 214,SENDER_ACC_1049,RECEIVER_ACC_2047,REF_214,604,12.08,EUR,transfer,8,2,2026,6,15,FR,AL
Bank_10,Bank_4,2026-02-15 10:58:00,Sender details 215,Receiver details 215,SENDER_ACC_1088,RECEIVER_ACC_2051,REF_215,4745,94.9,EUR,international,15,2,2026,6,10,AL,IT
Bank_9,Bank_3,2026-02-16 12:57:00,Sender details 216,Receiver details 216,SENDER_ACC_1030,RECEIVER_ACC_2030,REF_216,1374,27.48,EUR,cash,16,2,2026,0,12,XK,AL
Bank_8,Bank_7,2026-02-14 10:00:00,Sender details 217,Receiver details 217,SENDER_ACC_1068,RECEIVER_ACC_2093,REF_217,4196,83.92,EUR,international,14,2,2026,5,10,FR,AL
Bank_10,Bank_4,2026-02-12 17:44:00,Sender details 218,Receiver details 218,SENDER_ACC_1058,RECEIVER_ACC_2098,REF_218,4593,91.86,EUR,cash,12,2,2026,3,17,AL,AL
Bank_9,Bank_9,2026-02-10 10:44:00,Sender details 219,Receiver details 219,SENDER_ACC_1022,RECEIVER_ACC_2012,REF_219,6565,131.3,EUR,transfer,10,2,2026,1,10,FR,XK
Bank_9,Bank_2,2026-02-12 13:47:00,Sender details 220,Receiver details 220,SENDER_ACC_1018,RECEIVER_ACC_2005,REF_220,3762,75.24,EUR,international,12,2,2026,3,13,XK,FR
Bank_10,Bank_5,2026-02-06 16:13:00,Sender details 221,Receiver details 221,SENDER_ACC_1025,RECEIVER_ACC_2016,REF_221,427,8.54,EUR,cash,6,2,2026,4,16,AL,IT
Bank_4,Bank_6,2026-02-14 14:53:00,Sender details 222,Receiver details 222,SENDER_ACC_1014,RECEIVER_ACC_2023,REF_222,3324,66.48,EUR,cash,14,2,2026,5,14,AL,IT
Bank_7,Bank_10,2026-02-19 08:51:00,Sender details 223,Receiver details 223,SENDER_ACC_1041,RECEIVER_ACC_2100,REF_223,2693,53.86,EUR,transfer,19,2,2026,3,8,FR,IT
Bank_4,Bank_1,2026-02-09 15:53:00,Sender details 224,Receiver details 224,SENDER_ACC_1056,RECEIVER_ACC_2059,REF_224,5794,115.88,EUR,cash,9,2,2026,0,15,FR,FR
Bank_8,Bank_2,2026-02-20 15:49:00,Sender details 225,Receiver details 225,SENDER_ACC_1039,RECEIVER_ACC_2049,REF_225,2730,54.6,EUR,transfer,20,2,2026,4,15,XK,IT
Bank_10,Bank_8,2026-02-11 14:53:00,Sender details 226,Receiver details 226,SENDER_ACC_1027,RECEIVER_ACC_2041,REF_226,5514,110.28,EUR,international,11,2,2026,2,14,AL,FR
Bank_3,Bank_2,2026-02-08 11:45:00,Sender details 227,Receiver details 227,SENDER_ACC_1011,RECEIVER_ACC_2000,REF_227,4331,86.62,EUR,cash,8,2,2026,6,11,IT,FR
Bank_5,Bank_10,2026-02-16 10:21:00,Sender details 228,Receiver details 228,SENDER_ACC_1033,RECEIVER_ACC_2072,REF_228,962,19.24,EUR,cash,16,2,2026,0,10,DE,AL
Bank_3,Bank_5,2026-02-02 15:29:00,Sender details 229,Receiver details 229,SENDER_ACC_1007,RECEIVER_ACC_2046,REF_229,1342,26.84,EUR,international,2,2,2026,0,15,AL,DE
Bank_1,Bank_5,2026-02-10 16:12:00,Sender details 230,Receiver details 230,SENDER_ACC_1056,RECEIVER_ACC_2096,REF_230,1453,29.06,EUR,international,10,2,2026,1,16,AL,XK
Bank_9,Bank_3,2026-02-07 11:36:00,Sender details 231,Receiver details 231,SENDER_ACC_1065,RECEIVER_ACC_2083,REF_231,790,15.8,EUR,international,7,2,2026,5,11,FR,AL
Bank_2,Bank_7,2026-02-12 17:57:00,Sender details 232,Receiver details 232,SENDER_ACC_1035,RECEIVER_ACC_2056,REF_232,4864,97.28,EUR,cash,12,2,2026,3,17,DE,FR
Bank_5,Bank_8,2026-02-09 18:55:00,Sender details 233,Receiver details 233,SENDER_ACC_1063,RECEIVER_ACC_2009,REF_233,586,11.72,EUR,transfer,9,2,2026,0,18,IT,DE
Bank_4,Bank_10,2026-02-09 14:28:00,Sender details 234,Receiver details 234,SENDER_ACC_1072,RECEIVER_ACC_2080,REF_234,3176,63.52,EUR,transfer,9,2,2026,0,14,AL,AL
Bank_8,Bank_7,2026-02-20 12:52:00,Sender details 235,Receiver details 235,SENDER_ACC_1004,RECEIVER_ACC_2001,REF_235,972,19.44,EUR,international,20,2,2026,4,12,DE,FR
Bank_1,Bank_10,2026-02-21 16:58:00,Sender details 236,Receiver details 236,SENDER_ACC_1082,RECEIVER_ACC_2081,REF_236,3058,61.16,EUR,cash,21,2,2026,5,16,XK,DE
Bank_3,Bank_2,2026-02-04 12:24:00,Sender details 237,Receiver details 237,SENDER_ACC_1061,RECEIVER_ACC_2008,REF_237,3592,71.84,EUR,cash,4,2,2026,2,12,AL,DE
Bank_9,Bank_6,2026-02-04 10:45:00,Sender details 238,Receiver details 238,SENDER_ACC_1045,RECEIVER_ACC_2099,REF_238,2942,58.84,EUR,international,4,2,2026,2,10,XK,FR
Bank_6,Bank_9,2026-02-11 08:06:00,Sender details 239,Receiver details 239,SENDER_ACC_1028,RECEIVER_ACC_2009,REF_239,3993,79.86,EUR,transfer,11,2,2026,2,8,FR,XK
Bank_6,Bank_3,2026-02-08 12:06:00,Sender details 240,Receiver details 240,SENDER_ACC_1021,RECEIVER_ACC_2074,REF_240,2005,40.1,EUR,transfer,8,2,2026,6,12,AL,AL
Bank_10,Bank_1,2026-02-18 17:26:00,Sender details 241,Receiver details 241,SENDER_ACC_1018,RECEIVER_ACC_2059,REF_241,3491,69.82,EUR,cash,18,2,2026,2,17,AL,DE
Bank_1,Bank_1,2026-02-17 18:16:00,Sender details 242,Receiver details 242,SENDER_ACC_1008,RECEIVER_ACC_2004,REF_242,2239,44.78,EUR,international,17,2,2026,1,18,IT,XK
Bank_8,Bank_9,2026-02-05 11:48:00,Sender details 243,Receiver details 243,SENDER_ACC_1027,RECEIVER_ACC_2089,REF_243,2258,45.16,EUR,transfer,5,2,2026,3,11,FR,DE
Bank_8,Bank_3,2026-02-21 11:44:00,Sender details 244,Receiver details 244,SENDER_ACC_1043,RECEIVER_ACC_2070,REF_244,975,19.5,EUR,transfer,21,2,2026,5,11,XK,XK
Bank_7,Bank_9,2026-02-16 13:38:00,Sender details 245,Receiver details 245,SENDER_ACC_1045,RECEIVER_ACC_2005,REF_245,2756,55.12,EUR,transfer,16,2,2026,0,13,DE,XK
Bank_5,Bank_2,2026-02-17 17:04:00,Sender details 246,Receiver details 246,SENDER_ACC_1028,RECEIVER_ACC_2084,REF_246,3125,62.5,EUR,transfer,17,2,2026,1,17,DE,IT
Bank_3,Bank_6,2026-02-21 16:31:00,Sender details 247,Receiver details 247,SENDER_ACC_1077,RECEIVER_ACC_2099,REF_247,6188,123.76,EUR,transfer,21,2,2026,5,16,FR,IT
Bank_9,Bank_6,2026-02-13 18:23:00,Sender details 248,Receiver details 248,SENDER_ACC_1063,RECEIVER_ACC_2035,REF_248,5162,103.24,EUR,transfer,13,2,2026,4,18,AL,DE
Bank_7,Bank_8,2026-02-04 13:13:00,Sender details 249,Receiver details 249,SENDER_ACC_1090,RECEIVER_ACC_2093,REF_249,1041,20.82,EUR,international,4,2,2026,2,13,AL,IT
Bank_10,Bank_6,2026-02-17 16:16:00,Sender details 250,Receiver details 250,SENDER_ACC_1013,RECEIVER_ACC_2066,REF_250,3974,79.48,EUR,transfer,17,2,2026,1,16,IT,AL
Bank_8,Bank_8,2026-02-09 10:04:00,Sender details 251,Receiver details 251,SENDER_ACC_1078,RECEIVER_ACC_2028,REF_251,5642,112.84,EUR,international,9,2,2026,0,10,DE,IT
Bank_10,Bank_7,2026-02-08 09:07:00,Sender details 252,Receiver details 252,SENDER_ACC_1059,RECEIVER_ACC_2096,REF_252,4805,96.1,EUR,transfer,8,2,2026,6,9,IT,XK
Bank_7,Bank_7,2026-02-17 10:00:00,Sender details 253,Receiver details 253,SENDER_ACC_1089,RECEIVER_ACC_2032,REF_253,3567,71.34,EUR,cash,17,2,2026,1,10,AL,FR
Bank_10,Bank_9,2026-02-08 09:22:00,Sender details 254,Receiver details 254,SENDER_ACC_1006,RECEIVER_ACC_2052,REF_254,1130,22.6,EUR,transfer,8,2,2026,6,9,DE,FR
Bank_1,Bank_4,2026-02-02 18:53:00,Sender details 255,Receiver details 255,SENDER_ACC_1045,RECEIVER_ACC_2016,REF_255,6380,127.6,EUR,cash,2,2,2026,0,18,DE,DE
Bank_5,Bank_5,2026-02-08 16:23:00,Sender details 256,Receiver details 256,SENDER_ACC_1088,RECEIVER_ACC_2073,REF_256,3316,66.32,EUR,international,8,2,2026,6,16,AL,AL
Bank_2,Bank_5,2026-02-08 15:32:00,Sender details 257,Receiver details 257,SENDER_ACC_1072,RECEIVER_ACC_2062,REF_257,4358,87.16,EUR,international,8,2,2026,6,15,FR,IT
Bank_10,Bank_10,2026-02-09 08:17:00,Sender details 258,Receiver details 258,SENDER_ACC_1041,RECEIVER_ACC_2006,REF_258,4276,85.52,EUR,transfer,9,2,2026,0,8,IT,AL
Bank_1,Bank_3,2026-02-08 12:26:00,Sender details 259,Receiver details 259,SENDER_ACC_1013,RECEIVER_ACC_2095,REF_259,802,16.04,EUR,cash,8,2,2026,6,12,FR,AL
Bank_6,Bank_5,2026-02-18 13:21:00,Sender details 260,Receiver details 260,SENDER_ACC_1050,RECEIVER_ACC_2051,REF_260,2577,51.54,EUR,transfer,18,2,2026,2,13,DE,IT
Bank_10,Bank_6,2026-02-20 14:32:00,Sender details 261,Receiver details 261,SENDER_ACC_1004,RECEIVER_ACC_2008,REF_261,5136,102.72,EUR,international,20,2,2026,4,14,FR,AL
Bank_10,Bank_6,2026-02-14 08:51:00,Sender details 262,Receiver details 262,SENDER_ACC_1081,RECEIVER_ACC_2068,REF_262,6191,123.82,EUR,international,14,2,2026,5,8,XK,DE
Bank_7,Bank_6,2026-02-11 08:02:00,Sender details 263,Receiver details 263,SENDER_ACC_1077,RECEIVER_ACC_2023,REF_263,5587,111.74,EUR,cash,11,2,2026,2,8,XK,FR
Bank_4,Bank_1,2026-02-13 16:51:00,Sender details 264,Receiver details 264,SENDER_ACC_1016,RECEIVER_ACC_2050,REF_264,4696,93.92,EUR,international,13,2,2026,4,16,AL,DE
Bank_1,Bank_10,2026-02-11 10:48:00,Sender details 265,Receiver details 265,SENDER_ACC_1001,RECEIVER_ACC_2035,REF_265,3279,65.58,EUR,cash,11,2,2026,2,10,XK,FR
Bank_9,Bank_8,2026-02-11 15:31:00,Sender details 266,Receiver details 266,SENDER_ACC_1004,RECEIVER_ACC_2000,REF_266,4552,91.04,EUR,transfer,11,2,2026,2,15,XK,XK
Bank_2,Bank_7,2026-02-20 08:51:00,Sender details 267,Receiver details 267,SENDER_ACC_1004,RECEIVER_ACC_2055,REF_267,1385,27.7,EUR,international,20,2,2026,4,8,DE,XK
